nfz8w8na,421f8341eae777852e0b4584e7221b39a0544518,CZI,"The Politics of Disease Epidemics: a Comparative Analysis of the SARS, Zika, and Ebola Outbreaks",10.1007/s40609-018-0123-y,,,cc-by,"Over the past few decades, disease outbreaks have become increasingly frequent and widespread. The epicenters of these outbreaks have differed, and could be linked to different economic contexts. Arguably, the responses to these outbreaks have been “political” and inherently burdensome to marginalized populations. Key lessons can be learned from exploring the narratives about the different epidemics in varying income settings. Based on a review of the published medical, social, and political literature, which was accessed using four electronic databases—PubMed, Sociological Abstracts, Scholars Portal, and Web of Science, the overall objective of this paper discuss scholars’ narratives on the “politics” of Ebola in a low-income setting, Zika virus in a middle-income setting, and SARS in a high-income setting. Various themes of the politics of epidemics were prominent in the literature. The narratives demonstrated the influence of power in whose narratives and what narratives are presented in the literature. While marginalized populations were reported to have borne the brunt of all disease outbreaks in the different contexts, the prevalence of their narratives within the reviewed literature was limited. Regardless of income setting, there is a need to give voice to the most marginalized communities during an epidemic. The experiences and narratives of those most vulnerable to an epidemic—specifically poor communities—need to be represented in the literature. This could contribute to mitigating some of the negative impact of the politics in epidemics.",2020,"Kapiriri, Lydia; Ross, Alison",Global Social Welfare,2890713974,#1136,True,comm_use_subset,https://doi.org/10.1007/s40609-018-0123-y
26lvnqaq,9984d00caafab39f1c5673c4f7cc53fbddf0b8e9,PMC,A G1-lineage H9N2 virus with oviduct tropism causes chronic pathological changes in the infundibulum and a long-lasting drop in egg production,10.1186/s13567-018-0575-1,PMC6116506,30157967,cc-by,"Since 1997, G1-lineage H9N2 avian influenza viruses have been circulating in Asia and later on in the Middle East, and they have been associated to mild respiratory disease, drops in egg production and moderate mortality in chickens, in particular in the presence of concurrent infections. In this study, we investigated the importance of the G1-lineage H9N2 A/chicken/Israel/1163/2011 virus as a primary pathogen in layers, analyzing its tropism and binding affinity for the oviduct tissues, and investigating the long-term impact on egg production. Besides causing a mild respiratory infection, the virus replicated in the oviduct of 60% of the hens causing different degrees of salpingitis throughout the organ, in particular at the level of the infundibulum, where the detection of the virus was associated with severe heterophilic infiltrate, and necrosis of the epithelium. Binding affinity assays confirmed that the infundibulum was the most receptive region of the oviduct. The drop in egg production was at its peek at 2 weeks post-infection (pi) (60% decrease) and continued up to 80 days pi (35% decrease). On day 80 pi, non-laying birds showed egg yolk peritonitis, and histopathological analyses described profound alteration of the infundibulum architecture, duct ectasia and thinning of the epithelium, while the rest of the oviduct and ovary appeared normal. Our results show that this H9N2 virus is a primary pathogen in layer hens, and that its replication in the infundibulum is responsible for acute and chronic lesions that limits the effective functionality of the oviduct, compromising the commercial life of birds. ELECTRONIC SUPPLEMENTARY MATERIAL: The online version of this article (10.1186/s13567-018-0575-1) contains supplementary material, which is available to authorized users.",2018-08-29,"Bonfante, Francesco; Mazzetto, Eva; Zanardello, Claudia; Fortin, Andrea; Gobbo, Federica; Maniero, Silvia; Bigolaro, Michela; Davidson, Irit; Haddas, Ruth; Cattoli, Giovanni; Terregino, Calogero",Vet Res,,,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6116506/
ie2kk5yi,6b83ccbaff4b9d9f4ac38fcfbbb2bdde5b3c53aa,PMC,"Genetic diversity, infection prevalence, and possible transmission routes of Bartonella spp. in vampire bats",10.1371/journal.pntd.0006786,PMC6159870,30260954,cc-by,"Bartonella spp. are globally distributed bacteria that cause endocarditis in humans and domestic animals. Recent work has suggested bats as zoonotic reservoirs of some human Bartonella infections; however, the ecological and spatiotemporal patterns of infection in bats remain largely unknown. Here we studied the genetic diversity, prevalence of infection across seasons and years, individual risk factors, and possible transmission routes of Bartonella in populations of common vampire bats (Desmodus rotundus) in Peru and Belize, for which high infection prevalence has previously been reported. Phylogenetic analysis of the gltA gene for a subset of PCR-positive blood samples revealed sequences that were related to Bartonella described from vampire bats from Mexico, other Neotropical bat species, and streblid bat flies. Sequences associated with vampire bats clustered significantly by country but commonly spanned Central and South America, implying limited spatial structure. Stable and nonzero Bartonella prevalence between years supported endemic transmission in all sites. The odds of Bartonella infection for individual bats was unrelated to the intensity of bat flies ectoparasitism, but nearly all infected bats were infested, which precluded conclusive assessment of support for vector-borne transmission. While metagenomic sequencing found no strong evidence of Bartonella DNA in pooled bat saliva and fecal samples, we detected PCR positivity in individual saliva and feces, suggesting the potential for bacterial transmission through both direct contact (i.e., biting) and environmental (i.e., fecal) exposures. Further investigating the relative contributions of direct contact, environmental, and vector-borne transmission for bat Bartonella is an important next step to predict infection dynamics within bats and the risks of human and livestock exposures.",2018-09-27,"Becker, Daniel J.; Bergner, Laura M.; Bentz, Alexandra B.; Orton, Richard J.; Altizer, Sonia; Streicker, Daniel G.",PLoS Negl Trop Dis,,,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6159870/
6lv3di4x,68ca53b6414e682661c4decd41eb9ff00574d862,PMC,Targeting of the Nasal Mucosa by Japanese Encephalitis Virus for Non-Vector-Borne Transmission,10.1128/jvi.01091-18,PMC6258954,30282716,cc-by,"The mosquito-borne Japanese encephalitis virus (JEV) causes severe central nervous system diseases and cycles between Culex mosquitoes and different vertebrates. For JEV and some other flaviviruses, oronasal transmission is described, but the mode of infection is unknown. Using nasal mucosal tissue explants and primary porcine nasal epithelial cells (NEC) at the air-liquid interface (ALI) and macrophages as ex vivo and in vitro models, we determined that the nasal epithelium could represent the route of entry and exit for JEV in pigs. Porcine NEC at the ALI exposed to with JEV resulted in apical and basolateral virus shedding and release of monocyte recruiting chemokines, indicating infection and replication in macrophages. Moreover, macrophages stimulated by alarmins, including interleukin-25, interleukin-33, and thymic stromal lymphopoietin, were more permissive to the JEV infection. Altogether, our data are important to understand the mechanism of non-vector-borne direct transmission of Japanese encephalitis virus in pigs. IMPORTANCE JEV, a main cause of severe viral encephalitis in humans, has a complex ecology composed of a mosquito-waterbird cycle and a cycle involving pigs, which amplifies virus transmission to mosquitoes, leading to increased human cases. JEV can be transmitted between pigs by contact in the absence of arthropod vectors. Moreover, virus or viral RNA is found in oronasal secretions and the nasal epithelium. Using nasal mucosa tissue explants and three-dimensional porcine nasal epithelial cells cultures and macrophages as ex vivo and in vitro models, we determined that the nasal epithelium could be a route of entry as well as exit for the virus. Infection of nasal epithelial cells resulted in apical and basolateral virus shedding and release of monocyte recruiting chemokines and therefore infection and replication in macrophages, which is favored by epithelial-cell-derived cytokines. The results are relevant to understand the mechanism of non-vector-borne direct transmission of JEV.",2018-11-27,"García-Nicolás, Obdulio; Braun, Roman O.; Milona, Panagiota; Lewandowska, Marta; Dijkman, Ronald; Alves, Marco P.; Summerfield, Artur",J Virol,,,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6258954/
1dfzj1b3,c27cd721cc62f4294aeb0159e587efb9391ce8ad,PMC,Antioxidant and Anti-Inflammatory Activities of Essential Oils: A Short Review,10.3390/molecules15129252,PMC6259136,21160452,cc-by,"Essential oils are complex mixtures isolated from aromatic plants which may possess antioxidant and anti-inflammatory activities of interest in thye food and cosmetic industries as well as in the human health field. In this work, a review was done on the most recent publications concerning their antioxidant and anti-inflammatory activities. At the same time a survey of the methods generally used for the evaluation of antioxidant activity and some of the mechanisms involved in the anti-inflammatory activities of essential oils are also reported.",2010-12-15,"Miguel, Maria Graça",Molecules,,,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6259136/
htoexg53,9dd88265053594d2736a884a8b972b6ae94218c5,PMC,CD8+ T Cells Responding to the Middle East Respiratory Syndrome Coronavirus Nucleocapsid Protein Delivered by Vaccinia Virus MVA in Mice,10.3390/v10120718,PMC6316859,30558354,cc-by,"Middle East respiratory syndrome coronavirus (MERS-CoV), a novel infectious agent causing severe respiratory disease and death in humans, was first described in 2012. Antibodies directed against the MERS-CoV spike (S) protein are thought to play a major role in controlling MERS-CoV infection and in mediating vaccine-induced protective immunity. In contrast, relatively little is known about the role of T cell responses and the antigenic targets of MERS-CoV that are recognized by CD8+ T cells. In this study, the highly conserved MERS-CoV nucleocapsid (N) protein served as a target immunogen to elicit MERS-CoV-specific cellular immune responses. Modified Vaccinia virus Ankara (MVA), a safety-tested strain of vaccinia virus for preclinical and clinical vaccine research, was used for generating MVA-MERS-N expressing recombinant N protein. Overlapping peptides spanning the whole MERS-CoV N polypeptide were used to identify major histocompatibility complex class I/II-restricted T cell responses in BALB/c mice immunized with MVA-MERS-N. We have identified a H2-d restricted decamer peptide epitope in the MERS-N protein with CD8+ T cell antigenicity. The identification of this epitope, and the availability of the MVA-MERS-N candidate vaccine, will help to evaluate MERS-N-specific immune responses and the potential immune correlates of vaccine-mediated protection in the appropriate murine models of MERS-CoV infection.",2018-12-16,"Veit, Svenja; Jany, Sylvia; Fux, Robert; Sutter, Gerd; Volz, Asisa",Viruses,,,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6316859/
yr1zanxx,837abf94f591d8288f0b9faa53055d2724ff783f,PMC,CSF1R antagonism limits local restimulation of antiviral CD8(+) T cells during viral encephalitis,10.1186/s12974-019-1397-4,PMC6354430,30704498,cc-by,"BACKGROUND: Microglia are resident macrophages of the central nervous system (CNS) locally maintained through colony-stimulating factor 1 receptor (CSF1R) signaling. Microglial depletion via CSF1R inactivation improves cognition in mouse models of neuroinflammation, but limits virologic control in the CNS of mouse models of neurotropic infections by unknown mechanisms. We hypothesize that CSF1R plays a critical role in myeloid cell responses that restrict viral replication and locally restimulate recruited antiviral T cells within the CNS. METHODS: The impact of CSF1R signaling during West Nile virus infection was assessed in vivo using a mouse model of neurotropic infection. Pharmacological inactivation of CSF1R was achieved using PLX5622 prior to infection with virulent or attenuated strains of West Nile virus (WNV), an emerging neuropathogen. The subsequent effect of CSF1R antagonism on virologic control was assessed by measuring mortality and viral titers in the CNS and peripheral organs. Immune responses were assessed by flow cytometric-based phenotypic analyses of both peripheral and CNS immune cells. RESULTS: Mice treated with CSF1R antagonist prior to infection exhibited higher susceptibility to lethal WNV infection and lack of virologic control in both the CNS and periphery. CSFR1 antagonism reduced B7 co-stimulatory signals on peripheral and CNS antigen-presenting cells (APCs) by depleting CNS cellular sources, which limited local reactivation of CNS-infiltrating virus-specific T cells and reduced viral clearance. CONCLUSIONS: Our results demonstrate the impact of CSF1R antagonism on APC activation in the CNS and periphery and the importance of microglia in orchestrating the CNS immune response following neurotropic viral infection. These data will be an important consideration when assessing the benefit of CSF1R antagonism, which has been investigated as a therapeutic for neurodegenerative conditions, in which neuroinflammation is a contributing factor. ELECTRONIC SUPPLEMENTARY MATERIAL: The online version of this article (10.1186/s12974-019-1397-4) contains supplementary material, which is available to authorized users.",2019-01-31,"Funk, Kristen E.; Klein, Robyn S.",J Neuroinflammation,,,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6354430/
m6pur6td,5811a8c7d5d59061c11b2084dca1e307c49867b7,PMC,"Features and drivers for energy-related carbon emissions in mega city: The case of Guangzhou, China based on an extended LMDI model",10.1371/journal.pone.0210430,PMC6370191,30742627,cc-by,"Based on the apparent energy consumption data, a systematic and comprehensive city-level total carbon accounting approach was established and applied in Guangzhou, China. A newly extended LMDI method based on the Kaya identity was adopted to examine the main drivers for the carbon emissions increments both at the industrial sector and the residential sector. Research results are listed as follow: (1) Carbon emissions embodied in the imported electricity played a significant important role in emissions mitigation in Guangzhou. (2) The influences and impacts of various driving factors on industrial and residential carbon emissions are different in the three different development periods, namely, the 10(th) five-year plan period (2003–2005), the 11(th) five-year plan period (2005–2010), and the 12(th) five-year plan period (2010–2013). The main reasons underlying these influencing mechanisms were different policy measures announced by the central and local government during the different five-year plan periods. (3) The affluence effect (g-effect) was the dominant positive effect in driving emissions increase, while the energy intensity effect of production (e-effect-Production), the economic structure effect (s-effect) and the carbon intensity effect of production (f-effect-Production) were the main contributing factors suppressing emissions growth at the industrial sector. (4) The affluence effect of urban (g-effect-AUI) was the most dominant positive driving factor on emissions increment, while the energy intensity effect of urban (e-effect-Urban) played the most important role in curbing emissions growth at the residential sector.",2019-02-11,"Wang, Changjian; Wu, Kangmin; Zhang, Xinlin; Wang, Fei; Zhang, Hongou; Ye, Yuyao; Wu, Qitao; Huang, Gengzhi; Wang, Yang; Wen, Bin",PLoS One,,,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6370191/
1bi6q127,3e5e8609bc2b23b770b037ee006b028a17f4a121,PMC,Immune System Modulation and Viral Persistence in Bats: Understanding Viral Spillover,10.3390/v11020192,PMC6410205,30813403,cc-by,Bats harbor a myriad of viruses and some of these viruses may have spilled over to other species including humans. Spillover events are rare and several factors must align to create the “perfect storm” that would ultimately lead to a spillover. One of these factors is the increased shedding of virus by bats. Several studies have indicated that bats have unique defense mechanisms that allow them to be persistently or latently infected with viruses. Factors leading to an increase in the viral load of persistently infected bats would facilitate shedding of virus. This article reviews the unique nature of bat immune defenses that regulate virus replication and the various molecular mechanisms that play a role in altering the balanced bat–virus relationship.,2019-02-23,"Subudhi, Sonu; Rapin, Noreen; Misra, Vikram",Viruses,,,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6410205/
1wjhsg2y,a6d2693a3c3bc48b290f231e8824be62c8f364ff,PMC,Bat Research Networks and Viral Surveillance: Gaps and Opportunities in Western Asia,10.3390/v11030240,PMC6466127,30857374,cc-by,"Bat research networks and viral surveillance are assumed to be at odds due to seemingly conflicting research priorities. Yet human threats that contribute to declines in bat populations globally also lead to increased transmission and spread of bat-associated viruses, which may pose a threat to global health and food security. In this review, we discuss the importance of and opportunities for multidisciplinary collaborations between bat research networks and infectious disease experts to tackle shared threats that jeopardize bat conservation as well as human and animal health. Moreover, we assess research effort on bats and bat-associated viruses globally, and demonstrate that Western Asia has limited published research and represents a gap for coordinated bat research. The lack of bat research in Western Asia severely limits our capacity to identify and mitigate region-specific threats to bat populations and detect interactions between bats and incidental hosts that promote virus spillover. We detail a regional initiative to establish the first bat research network in Western Asia (i.e., the Western Asia Bat Research Network, WAB-Net), with the aim of integrating ecological research on bats with virus surveillance to find “win-win” solutions that promote bat conservation and safeguard public and animal health across the region.",2019-03-10,"Phelps, Kendra L.; Hamel, Luke; Alhmoud, Nisreen; Ali, Shahzad; Bilgin, Rasit; Sidamonidze, Ketevan; Urushadze, Lela; Karesh, William; Olival, Kevin J.",Viruses,,,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6466127/
6i7b1i5x,0969d53ac7a447d43b431dbe9744e416de26df38,PMC,B Cells and Antibodies in Kawasaki Disease,10.3390/ijms20081834,PMC6514959,31013925,cc-by,"The etiology of Kawasaki disease (KD), the leading cause of acquired heart disease in children, is currently unknown. Epidemiology supports a relationship of KD to an infectious disease. Several pathological mechanisms are being considered, including a superantigen response, direct invasion by an infectious etiology or an autoimmune phenomenon. Treating affected patients with intravenous immunoglobulin is effective at reducing the rates of coronary aneurysms. However, the role of B cells and antibodies in KD pathogenesis remains unclear. Murine models are not clear on the role for B cells and antibodies in pathogenesis. Studies on rare aneurysm specimens reveal plasma cell infiltrates. Antibodies generated from these aneurysmal plasma cell infiltrates showed cross-reaction to intracellular inclusions in the bronchial epithelium of a number of pathologic specimens from children with KD. These antibodies have not defined an etiology. Notably, a number of autoantibody responses have been reported in children with KD. Recent studies show acute B cell responses are similar in children with KD compared to children with infections, lending further support of an infectious disease cause of KD. Here, we will review and discuss the inconsistencies in the literature in relation to B cell responses, specific antibodies, and a potential role for humoral immunity in KD pathogenesis or diagnosis.",2019-04-13,"Lindquist, Michael E.; Hicar, Mark D.",Int J Mol Sci,,,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6514959/
sch7zhx7,534a301ea6a76eb47c8d42e30981088ac5603418,PMC,Coxsackievirus B3 Responds to Polyamine Depletion via Enhancement of 2A and 3C Protease Activity,10.3390/v11050403,PMC6563312,31052199,cc-by,"Polyamines are small positively-charged molecules abundant in eukaryotic cells that are crucial to RNA virus replication. In eukaryotic cells, polyamines facilitate processes such as transcription, translation, and DNA replication, and viruses similarly rely on polyamines to facilitate transcription and translation. Whether polyamines function at additional stages in viral replication remains poorly understood. Picornaviruses, including Coxsackievirus B3 (CVB3), are sensitive to polyamine depletion both in vitro and in vivo; however, precisely how polyamine function in picornavirus infection has not been described. Here, we describe CVB3 mutants that arise with passage in polyamine-depleted conditions. We observe mutations in the 2A and 3C proteases, and we find that these mutant proteases confer resistance to polyamine depletion. Using a split luciferase reporter system to measure protease activity, we determined that polyamines facilitate viral protease activity. We further observe that the 2A and 3C protease mutations enhance reporter protease activity in polyamine-depleted conditions. Finally, we find that these mutations promote cleavage of cellular eIF4G during infection of polyamine-depleted cells. In sum, our results suggest that polyamines are crucial to protease function during picornavirus infection. Further, these data highlight viral proteases as potential antiviral targets and highlight how CVB3 may overcome polyamine-depleting antiviral therapies.",2019-04-30,"Dial, Courtney N.; Tate, Patrick M.; Kicmal, Thomas M.; Mounce, Bryan C.",Viruses,,,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6563312/
qriqtv0y,f32dc6c0ebf9a1623dc3b3b3eb15cfbaf12755d4,PMC,First detection and genetic characterization of canine Kobuvirus in domestic dogs in Thailand,10.1186/s12917-019-1994-6,PMC6642606,31324182,cc-by,"BACKGROUND: Canine Kobuvirus (CaKoV) has been detected both in healthy and diarrheic dogs and in asymptomatic wild carnivores. In this study, we conducted a survey of CaKoV at small animal hospitals in Bangkok and vicinity of Thailand during September 2016 to September 2018. RESULTS: Three hundred and seven rectal swab samples were collected from healthy dogs (n = 55) and dogs with gastroenteritis symptoms (n = 252). Of 307 swab samples tested by using one-step RT-PCR specific to 3D gene, we found CaKoV positivity at 17.59% (54/307). CaKoVs could be detected in both sick (19.44%) and healthy (9.09%) animals. In relation to age group, CaKoV could be frequently detected in younger dogs (25.45%). Our result showed no seasonal pattern of CaKoV infection in domestic dogs. In this study, we characterized CaKoVs by whole genome sequencing (n = 4) or 3D and VP1 gene sequencing (n = 8). Genetic and phylogenetic analyses showed that whole genomes of Thai CaKoVs were closely related to Chinese CaKoVs with highest 99.5% amino acid identity suggesting possible origin of CaKoVs in Thailand. CONCLUSIONS: In conclusion, this study was the first to report the detection and genetic characteristics of CaKoVs in domestic dogs in Thailand. CaKoVs could be detected in both sick and healthy dogs. The virus is frequently detected in younger dogs. Thai CaKoVs were genetically closely related and grouped with Chinese CaKoVs. Our result raises the concerns to vet practitioners that diarrhea in dogs due to canine Kobuvirus infection should not be ignored. ELECTRONIC SUPPLEMENTARY MATERIAL: The online version of this article (10.1186/s12917-019-1994-6) contains supplementary material, which is available to authorized users.",2019-07-19,"Charoenkul, Kamonpan; Janetanakit, Taveesak; Chaiyawong, Supassama; Bunpapong, Napawan; Boonyapisitsopa, Supanat; Tangwangvivat, Ratanaporn; Amonsin, Alongkorn",BMC Vet Res,,,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6642606/
payjduek,162d42b98a0abdf3d7ee609fe464918e457f55fd,PMC,Measles infection causing Bacillus Calmette-Guérin reactivation: a case report,10.1186/s12887-019-1635-z,PMC6652017,31340782,cc-by,"BACKGROUND: Reactivation of the Bacillus Calmette-Guérin (BCG), manifesting as erythema, induration, ulceration or crust formation at a previous BCG inoculation site, is a common and highly specific feature of Kawasaki disease (KD). We report the unusual finding of BCG reactivation in an infant with laboratory-confirmed measles. CASE PRESENTATION: A previously healthy 7-month old infant presented initially with fever, cough and coryza, and subsequently developed Koplik’s spots followed by a typical morbilliform skin rash. There was significant contact history with a household relative who had recently been diagnosed with measles. On examination, a 2.5 cm area of erythema and induration was seen at the previous BCG inoculation site, in addition to the widespread maculopapular rash. No other clinical features of KD were present. Measles virus was isolated from the throat swab and measles antibodies (IgM) were present in the serum. The patient recovered completely with oral vitamin A and supportive therapy, and had normal echocardiography examination on follow up. CONCLUSIONS: This case report highlights the rare finding of BCG reactivation in a child with confirmed measles infection, and suggests that this clinical manifestation may occasionally occur in children with infections or conditions other than KD.",2019-07-24,"Muthuvelu, Sobana; Lim, Kev Shiau-Chong; Huang, Ling-Yin; Chin, Shi-Tying; Mohan, Anand",BMC Pediatr,,,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6652017/
ltlmj824,04d02a37dcbb17916d2a5c03288cb9b59000ebba,PMC,"Seroprevalence of Middle East respiratory syndrome coronavirus (MERS-CoV) in public health workers responding to a MERS outbreak in Seoul, Republic of Korea, in 2015",10.5365/wpsar.2018.9.3.002,PMC6831962,31720054,cc-by,,2019-06-06,"Ryu, Boyeong; Cho, Sung-Il; Oh, Myoung-don; Lee, Jong-Koo; Lee, Jaein; Hwang, Young-Ok; Yang, Jeong-Sun; Kim, Sung Soon; Bang, Ji Hwan",Western Pac Surveill Response J,,,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6831962/
p95vzcoy,ba29366173f97f54a22e5c410b3d05e9a9649d28,PMC,Foodborne Transmission of Deformed Wing Virus to Ants (Myrmica rubra),10.3390/insects10110394,PMC6920936,31703426,cc-by,"Virus host shifts occur frequently, but the whole range of host species and the actual transmission pathways are often poorly understood. Deformed wing virus (DWV), an RNA virus described from honeybees (Apis mellifera), has been shown to have a broad host range. Since ants are often scavenging on dead honeybees, foodborne transmission of these viruses may occur. However, the role of the ant Myrmica rubra as an alternative host is not known and foodborne transmission to ants has not been experimentally addressed yet. Here, we show with a 16-week feeding experiment that foodborne transmission enables DWV type-A and -B to infect M. rubra and that these ants may serve as a virus reservoir. However, the titers of both plus- and minus-sense viral RNA strands decreased over time. Since the ants were fed with highly virus-saturated honeybee pupae, this probably resulted in initial viral peaks, then approaching lower equilibrium titers in infected individuals later. Since DWV infections were also found in untreated field-collected M. rubra colonies, our results support the wide host range of DWV and further suggest foodborne transmission as a so far underestimated spread mechanism.",2019-11-07,"Schläppi, Daniel; Lattrell, Patrick; Yañez, Orlando; Chejanovsky, Nor; Neumann, Peter",Insects,,,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6920936/
1qgpa45q,f5ae3f66face323615df39d838e056ab5fcc98df,PMC,Whole genome sequencing and phylogenetic analysis of human metapneumovirus strains from Kenya and Zambia,10.1186/s12864-019-6400-z,PMC6941262,31898474,cc-by,"BACKGROUND: Human metapneumovirus (HMPV) is an important cause of acute respiratory illness in young children. Whole genome sequencing enables better identification of transmission events and outbreaks, which is not always possible with sub-genomic sequences. RESULTS: We report a 2-reaction amplicon-based next generation sequencing method to determine the complete genome sequences of five HMPV strains, representing three subgroups (A2, B1 and B2), directly from clinical samples. In addition to reporting five novel HMPV genomes from Africa we examined genetic diversity and sequence patterns of publicly available HMPV genomes. We found that the overall nucleotide sequence identity was 71.3 and 80% for HMPV group A and B, respectively, the diversity between HMPV groups was greater at amino acid level for SH and G surface protein genes, and multiple subgroups co-circulated in various countries. Comparison of sequences between HMPV groups revealed variability in G protein length (219 to 241 amino acids) due to changes in the stop codon position. Genome-wide phylogenetic analysis showed congruence with the individual gene sequence sets except for F and M2 genes. CONCLUSION: This is the first genomic characterization of HMPV genomes from African patients.",2020-01-02,"Kamau, Everlyn; Oketch, John W.; de Laurent, Zaydah R.; Phan, My V. T.; Agoti, Charles N.; Nokes, D. James; Cotten, Matthew",BMC Genomics,,,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6941262/
opjd4ylh,06f8316b5b1cd5f0737d5ada43c3dd9ebce27a91,PMC,"Caring for Tuberculosis Patients: Understanding the Plight of Nurses at a Regional Hospital in Limpopo Province, South Africa",10.3390/ijerph16244977,PMC6949926,31817829,cc-by,"Tuberculosis (TB) is a disease which is caused by a relatively large, non-motile, rod-shaped pathogen called Mycobacterium tuberculosis. TB is a major cause of illness and death worldwide, especially in Asia and Africa. Despite the fact that TB is a curable illness, the tragedy is that TB remains the biggest killer in the world as a single pathogen. The aim of this study was to determine the experiences of nurses caring for TB patients at a regional hospital in Limpopo Province, South Africa. Qualitative, exploratory, and descriptive designs were used. A non-probability purposive sampling method was used to select the participants. The personal experiences of six nurses with more than five years’ experience caring for TB patients at a regional hospital were explored, and it was guided by data saturation. Data were collected through in-depth individual interviews. Data were analyzed using Colaizzi’s method. Trustworthiness was ensured and ethical considerations were observed in this study. The research findings revealed six major themes from the raw data: challenges of the working environment, problems impacting on the quality of nursing care, fear, anxiety, stress and risk of contracting infection, nurses’ perceptions towards patients, support structure available in the hospital, and support needs for the nurses. Therefore, there is an urgent need to address the challenges experienced by nurses caring for communicable diseases through provision of a positive practice work environment.",2019-12-07,"Matakanye, Hulisani; Ramathuba, Dorah U.; Tugli, Augustine K.",Int J Environ Res Public Health,,,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6949926/
8gbktpt3,e576c57618f99c0f5073d66ebedee4d80e910e0c,PMC,"Distinct Lineages of Feline Parvovirus Associated with Epizootic Outbreaks in Australia, New Zealand and the United Arab Emirates",10.3390/v11121155,PMC6950618,31847268,cc-by,"Feline panleukopenia (FPL), a frequently fatal disease of cats, is caused by feline parvovirus (FPV) or canine parvovirus (CPV). We investigated simultaneous outbreaks of FPL between 2014 and 2018 in Australia, New Zealand and the United Arab Emirates (UAE) where FPL outbreaks had not been reported for several decades. Case data from 989 cats and clinical samples from additional 113 cats were obtained to determine the cause of the outbreaks and epidemiological factors involved. Most cats with FPL were shelter-housed, 9 to 10 weeks old at diagnosis, unvaccinated, had not completed a primary vaccination series or had received vaccinations noncompliant with current guidelines. Analysis of parvoviral VP2 sequence data confirmed that all FPL cases were caused by FPV and not CPV. Phylogenetic analysis revealed that each of these outbreaks was caused by a distinct FPV, with two virus lineages present in eastern Australia and virus movement between different geographical locations. Viruses from the UAE outbreak formed a lineage of unknown origin. FPV vaccine virus was detected in the New Zealand cases, highlighting the difficulty of distinguishing the co-incidental shedding of vaccine virus in vaccinated cats. Inadequate vaccination coverage in shelter-housed cats was a common factor in all outbreaks, likely precipitating the multiple re-emergence of infection events.",2019-12-13,"Van Brussel, Kate; Carrai, Maura; Lin, Carrie; Kelman, Mark; Setyo, Laura; Aberdein, Danielle; Brailey, Juliana; Lawler, Michelle; Maher, Simone; Plaganyi, Ildiko; Lewis, Emily; Hawkswell, Adele; Allison, Andrew B.; Meers, Joanne; Martella, Vito; Beatty, Julia A.; Holmes, Edward C.; Decaro, Nicola; Barrs, Vanessa R.",Viruses,,,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6950618/
