P00030183T0000|37 43|HLA-B5
P02605679A0306|200 205|delta
P02617623A0740|109 111|in
P02617623A0740|112 113|a
P02621983T0001|51 53|in
P02631743A0275|91 92|R
P02631743A0275|93 94|R
P02642466T0000|25 94|47-kilodalton major integral membrane immunogen of Treponema pallidum
P02645431A1562|86 87|a
P02645431A1562|95 97|in
P02647937A0191|49 52|can
P02648396A0565|3 6|Rat
P02648396A0565|8 9|a
P02648396A0565|34 50|human c-jun mRNA
P02648646A0216|37 39|in
P02648646A0216|112 114|in
P02649445A0412|63 65|in
P02649445A0412|88 90|in
P02649445A0412|117 119|in
P02651487A0000|94 100|smooth
P02651487A0000|182 184|in
P02651487A0000|231 238|insulin
P02651487A0000|243 251|glucagon
P02657388A1011|72 88|RNA polymerase I
P02657388A1011|89 91|in
P02664229A0138|121 122|a
P02664229A0138|123 129|distal
P02664229A0138|199 202|can
P02664229A0138|278 284|distal
P02666034A1520|55 56|a
P02666034A1520|103 107|beta
P02666034A1520|196 197|a
P02668691A0570|36 40|nagA
P02668691A0570|84 90|distal
P02668691A0570|98 102|nagC
P02668691A0570|107 111|nagD
P02669199A0000|0 27|Tumor necrosis factor (TNF)
P02669199A0000|49 50|a
P02674327A0493|4 14|p34.8 gene
P02674327A0493|19 20|a
P02674327A0493|92 107|polyhedrin gene
P02674674A1308|49 67|OBF1-binding sites
P02674674A1308|76 88|OBF1 protein
P02674674A1308|114 117|ARS
P02674674A1308|143 154|replication
P02685331A0523|4 29|R. meliloti nifH promoter
P02685331A0523|42 69|K. pneumoniae nifH promoter
P02685331A0523|209 237|sigma 54-dependent promoters
P02685565A0165|43 61|c-myb-encoded mRNA
P02685565A0165|82 84|in
P02685565A0165|137 148|c-myb genes
P02686985A0811|65 78|PCF1 mutation
P02686985A0811|107 109|in
P02686985A0811|217 218|a
P02689439A0000|4 60|cytosolic glutathione S-transferases (GSTs, EC 2.5.1.18)
P02691998A0672|152 156|ET-1
P02693208A0166|89 94|rad52
P02693208A0166|127 129|in
P02702566A0000|111 113|in
P02703925A0359|167 168|a
P02703925A0359|242 243|a
P02703925A0359|301 302|S
P02703925A0359|360 365|areas
P02703925A0359|424 429|areas
P02703925A0359|435 436|a
P02703925A0359|453 455|in
P02703925A0359|483 484|c
P02703925A0359|619 624|areas
P02703925A0359|627 628|d
P02703925A0359|642 643|S
P02703925A0359|793 794|e
P02703925A0359|800 807|deepest
P02703925A0359|829 831|in
P02704579A1078|79 82|CRS
P02704579A1078|90 93|gas
P02704579A1078|124 125|a
P02704579A1078|138 139|P
P02704579A1078|161 164|gas
P02705556A1049|31 33|O2
P02705556A1049|63 64|a
P02708353A1452|71 90|gene IV transcripts
P02708353A1452|176 178|in
P02709081T0000|66 72|type A
P02712450A0989|92 94|in
P02712450A0989|154 156|in
P02712450A0989|217 219|in
P02712450A0989|242 244|in
P02713310T0000|84 85|a
P02721169A0171|58 59|a
P02725495A0929|31 44|U2 RNA region
P02725495A0929|66 68|in
P02725495A0929|102 104|in
P02725495A0929|134 136|in
P02725495A0929|137 153|metazoan U2 RNAs
P02725513A0617|94 129|metazoan RNA polymerase I promoters
P02731671A0000|128 130|in
P02731671A0000|136 137|N
P02731671A0000|138 142|rats
P02732341A0000|83 85|in
P02732341A0000|86 87|a
P02732341A0000|126 127|a
P02732341A0000|181 203|chloroacetate esterase
P02735364A1330|27 28|p
P02735364A1330|70 71|p
P02735364A1330|83 104|progesterone receptor
P02735364A1330|113 114|p
P02735364A1330|136 137|a
P02735364A1330|159 160|p
P02739739T0000|0 25|COUP transcription factor
P02739739T0000|29 30|a
P02739739T0000|45 73|steroid receptor superfamily
P02740196A0704|55 60|fixed
P02744490A0894|67 78|S1 nuclease
P02744490A0894|141 151|PTHrP gene
P02748188A0091|100 103|sec
P02748188A0091|112 113|a
P02748188A0091|136 138|PS
P02748188A0091|178 181|sec
P02748188A0091|208 209|t
P02748188A0091|219 220|P
P02748188A0091|240 251|replicating
P02751080A0176|92 94|dB
P02752651A0480|162 164|Th
P02756878A0075|113 114|a
P02756878A0075|149 151|AF
P02757033A0905|145 147|in
P02757033A0905|148 149|a
P02758382A0478|132 167|sex hormone binding globulin (SHBG)
P02758382A0478|197 201|SHBG
P02760922A0000|88 118|mammalian hnRNP 40 S particles
P02761492A0124|85 87|in
P02761537A0168|185 186|a
P02761537A0168|238 241|end
P02761537A0168|245 253|28S rRNA
P02763467A0903|227 229|in
P02763467A0903|297 304|N1L ORF
P02764797A0182|26 29|NMR
P02764797A0182|108 113|gates
P02767166A0368|101 102|a
P02767166A0368|146 148|in
P02767166A0368|178 180|in
P02767166A0368|194 196|in
P02773507A0750|15 16|l
P02773507A0750|33 34|V
P02773507A0750|35 37|in
P02773507A0750|92 94|CL
P02773507A0750|101 102|a
P02773507A0750|116 117|l
P02775333A1137|134 135|a
P02775333A1137|186 187|a
P02776823A0000|196 197|a
P02777797A0720|92 115|PtdIns transfer protein
P02778873A0761|19 38|CRL3 (-296 to -184)
P02778873A0761|115 117|A1
P02778873A0761|125 127|A2
P02779752A0776|58 59|m
P02779752A0776|133 136|act
P02779752A0776|150 161|5-HT1 sites
P02779752A0776|242 244|NP
P02780157A0576|59 61|in
P02780157A0576|96 101|HBsAg
P02780157A0576|124 126|in
P02780157A0576|187 189|MP
P02780157A0576|278 280|MP
P02780157A0576|330 335|HBsAg
P02781567A0544|23 24|v
P02781567A0544|25 26|v
P02783181A0000|180 183|rat
P02784507A0000|71 75|CD4+
P02784507A0000|76 77|T
P02784507A0000|107 108|a
P02789062A0000|21 55|human 4F2 heavy chain (4F2HC) gene
P02789062A1420|20 51|NF-4FB enhancer binding protein
P02789062A1420|81 82|a
P02789062A1420|113 114|a
P02789062A1420|166 193|NF-4FB recognition sequence
P02789180A0407|96 98|in
P02792270A1220|101 103|in
P02792430A0000|24 28|rats
P02792430A0000|210 212|in
P02792430A0000|213 217|rats
P02792430A0000|234 236|in
P02793753A0354|68 69|l
P02793753A0354|96 98|PA
P02795923A0000|44 46|CT
P02795923A0000|160 165|fixed
P02796988A0735|127 130|Sp1
P02800435A0000|104 105|T
P02806916A0000|29 47|oryzacystatin (Oc)
P02806916A0000|49 50|a
P02806916A0000|51 91|cysteine proteinase inhibitor (cystatin)
P02806916A0000|119 120|a
P02806916A0000|165 171|Sau3AI
P02806916A0000|234 241|oc cDNA
P02806916A0000|245 246|a
P02809831A0799|24 27|DBP
P02811378A0379|59 71|S100 protein
P02811378A0379|72 74|in
P02811378A0379|121 123|in
P02814820A0967|144 145|t
P02814820A0967|209 210|p
P02817724A0075|36 38|T2
P02817724A0075|59 61|in
P02820128A1670|54 57|ORF
P02820128A1670|96 99|end
P02820128A1670|134 137|end
P02820128A1670|200 218|B chain of insulin
P02820128A1670|264 274|T2 protein
P02824334A0972|28 49|G-protein gene family
P02826127A0709|88 125|lymphoid cell-specific protein oct-B2
P02828926A1870|147 157|actin gene
P02828926A1870|185 187|in
P02830214A0000|62 64|in
P02830265A0341|54 56|in
P02830265A0341|57 58|a
P02832149A1009|100 117|5'-rearranged myb
P02832149A1009|199 214|myb transcripts
P02832149A1009|222 223|a
P02832149A1009|272 290|mouse myb oncogene
P02833012A0428|14 20|L mRNA
P02833012A0428|61 62|a
P02833012A0428|109 148|L protein encompassing 2109 amino acids
P02833012A0428|154 155|a
P02833049A1041|46 48|T-
P02833049A1041|198 209|RD-114 mRNA
P02833049A1041|325 327|in
P02837763A0259|74 116|rabbit skeletal muscle phosphatase 2A cDNA
P02838246A0225|263 264|P
P02839716A0673|16 27|E2 proteins
P02839716A0673|103 132|HPV-11 enhancer-SV40 promoter
P02839716A1907|23 27|E2-C
P02839716A1907|38 59|E2-dependent enhancer
P02839716A1907|107 109|E2
P02839716A1907|125 126|a
P02843495A0544|16 21|v-fms
P02843495A0544|27 28|a
P02843495A0544|29 34|CSF-1
P02843495A0544|123 124|a
P02843694T0001|39 41|in
P02843694T0001|62 63|a
P02844767A0191|49 60|petCA genes
P02844767A0191|74 112|Rieske-FeS (nuclear encoded in plants)
P02844767A0191|117 141|apocytochrome f proteins
P02844797A1225|210 211|a
P02844797A1225|249 250|a
P02844797A1225|294 295|a
P02844797A1225|322 323|N
P02844797A1225|324 330|linked
P02845654A0510|74 76|P2
P02845654A0510|144 145|a
P02845654A0510|166 167|a
P02845654A0510|217 219|P1
P02846852A1459|49 50|E
P02846852A1459|115 116|L
P02850472A0112|56 67|replication
P02850967T0000|58 75|adenylate cyclase
P02861067A0000|108 110|in
P02861067A0000|179 180|a
P02861067A0000|181 185|beta
P02868446A0184|37 55|RPase beta subunit
P02868446A0184|60 86|DNA primase (dnaG protein)
P02868446A0184|175 186|RPase alpha
P02868446A0184|207 212|alpha
P02868446A0184|270 274|core
P02868446A0184|295 302|primase
P02869125A0120|23 41|mu-opiate receptor
P02874635T0000|119 123|rats
P02875224A1059|149 151|in
P02875224A1059|192 193|p
P02876820A0841|32 33|a
P02879906A0000|109 134|beta adrenoceptor subtype
P02882893A0301|80 82|in
P02882893A0301|86 87|s
P02882893A0301|104 106|in
P02882893A0301|118 120|sp
P02883871A1075|22 31|regulates
P02883871A1075|33 47|beta receptors
P02883871A1075|99 103|beta
P02883871A1075|135 137|in
P02883963A0000|24 26|T-
P02889495A0000|3 4|a
P02889495A0000|150 153|end
P02894689A0000|97 98|a
P02901498A0354|89 111|wild-type erbB protein
P02902615A0000|38 41|HBV
P02902615A0000|85 87|in
P02902615A0000|143 145|in
P02902656A0481|107 109|TR
P02902656A0481|126 128|TE
P02902656A0481|130 132|in
P02902656A0481|190 192|TR
P02902656A0481|193 195|TE
P02902656A0481|206 208|in
P02902927A0145|35 60|bovine and rat GHF-1 cDNA
P02906027A0553|104 106|in
P02906027A1156|53 54|C
P02906027A1156|88 90|in
P02906673T0000|111 113|in
P02907533T0000|71 84|human albumin
P02909528A1081|42 44|in
P02910496A0583|23 26|CGA
P02910496A0583|56 57|a
P02910496A0583|164 166|in
P02910496A0583|171 185|RNAase MRP RNA
P02911540A0478|43 44|a
P02911540A0478|53 57|area
P02913368A1037|92 93|a
P02918474A0817|140 141|g
P02918474A0817|142 144|in
P02920591A0251|142 144|IV
P02926499A0340|148 151|CBF
P02926499A0340|162 165|rho
P02926499A0340|166 167|c
P02926499A0340|210 213|rho
P02926499A0340|243 244|c
P02927391A0238|70 71|J
P02927391A0238|75 76|J
P02927391A0238|148 150|in
P02927391A0238|239 242|set
P02934778A0702|35 63|5-HT2 serotonergic receptors
P02934778A0702|64 66|in
P02934889A0558|138 140|in
P02934889A0558|191 193|in
P02934889A0558|194 195|D
P02935638A0000|58 68|Spec1 gene
P02935638A0000|69 71|in
P02935638A0000|76 79|sea
P02936284A0357|82 84|in
P02936284A0357|108 109|a
P02938185A0223|41 44|E1a
P02938185A0223|48 51|E1a
P02938185A0223|56 73|E1b gene products
P02938185A0223|161 162|C
P02938185A0223|181 182|C
P02938185A0223|195 196|a
P02940334A0141|48 82|hepatitis B immune globulin (HBIG)
P02940334A0141|83 85|in
P02943562T0000|25 27|in
P02958204A0175|63 68|HDL-C
P02958204A0175|70 73|HDL
P02958204A0175|89 95|HDL-PL
P02958204A0175|98 121|apoprotein A1 (apo A-1)
P02958204A0175|127 132|HDL-C
P02958204A0175|147 153|HDL2-C
P02958204A0175|158 164|HDL3-C
P02958204A0175|166 168|in
P02958204A0175|205 206|a
P02960012A0838|66 68|in
P02962859A0276|41 74|beta-galactosidase fusion protein
P02962859A0276|108 135|U1 snRNP-specific A antigen
P02963517A0453|126 128|in
P02963517A0453|161 165|area
P02965149A0727|3 4|a
P02966671A0151|136 138|in
P02967915A0000|87 88|a
P02967915A0000|89 112|calcium binding protein
P02967915A0000|120 134|calbindin-D28K
P02967915A0000|135 137|in
P02967915A0000|138 139|a
P02968055A0984|43 45|in
P02968055A0984|46 49|ANF
P02968055A0984|50 52|in
P02969316A0002|81 113|atrial natriuretic peptide (ANP)
P02969316A0002|136 138|in
P02969316A0002|139 149|plasma ANP
P02970061A0271|4 33|RAD18 gene open reading frame
P02970061A0271|42 51|a protein
P02970061A0271|77 78|a
P02971603A0883|93 94|v
P02975680A0000|216 217|a
P02975680A0000|270 271|a
P02983331T0000|23 64|endogenous corticotropin-releasing factor
P02985820A1287|67 77|c-myc gene
P02987220A0472|79 80|a
P02987220A0472|83 85|kb
P02987220A0472|119 139|functional FBP+ gene
P02989637A0671|95 106|renal renin
P02989637A0671|310 315|renin
P02989637A0671|326 328|in
P02994253A0482|47 49|in
P02994253A0482|233 235|in
P02994336A0864|24 34|enkephalin
P02994336A0864|56 67|plasma ACTH
P02995999A0000|133 134|a
P02995999A0000|269 271|in
P02995999A0000|272 273|a
P02995999A0000|286 290|pair
P02995999A0000|344 346|in
P02995999A0000|373 377|pair
P02997622A0916|5 19|L-myc sequence
P02997777A0609|67 123|delta top1 top2 temperature-sensitive (ts) double mutant
P02998016A0527|16 21|v-mil
P02998016A0527|70 74|ends
P02998016A0527|227 232|c-mil
P02998016A0527|237 242|v-mil
P02998043A1199|35 60|Punta Toro M gene product
P02999267A0885|49 51|in
P02999267A0885|198 200|GS
P02999267A0885|233 235|in
P02999267A0885|285 287|GS
P03000457A1554|53 54|h
P03000457A1554|87 88|a
P03000457A1554|98 103|alpha
P03000457A1554|118 123|beta'
P03001086A0587|89 100|trout hsp70
P03001086A0587|102 115|Xenopus hsp70
P03001086A0587|117 128|yeast hsp70
P03001086A0587|155 187|heat-inducible dnaK gene product
P03001353A0146|65 71|P58gag
P03001353A0146|129 139|P85gag-mos
P03002501A1327|53 85|guinea-pig alpha s1-casein mRNAs
P03003695A0395|37 53|c-sis cDNA clone
P03003695A0395|63 65|et
P03003695A0395|146 147|a
P03003695A0395|154 167|5' c-sis exon
P03004739A0753|16 17|C
P03004739A0753|21 22|G
P03004739A0753|64 83|CAT pentanucleotide
P03004739A0753|176 195|CAT binding protein
P03004982A0199|120 124|fbcB
P03004982A0199|129 133|fbcC
P03006066A0653|7 22|P135gag-myb-ets
P03006066A0653|64 80|c-myb (P75c-myb)
P03006066A0653|110 118|P54c-ets
P03009826A0201|51 55|pair
P03011793A0582|33 37|rbsA
P03011793A0582|43 47|rbsC
P03014593A0681|78 80|Ro
P03015611A0331|113 116|ATP
P03016301A0605|10 22|v-myc codons
P03016301A0605|93 103|c-myc exon
P03016301A0605|138 157|c-myc coding region
P03018491A0840|115 117|in
P03018491A0840|169 171|in
P03018491A0840|179 182|end
P03023859A0000|19 21|Ph
P03023859A0000|86 87|a
P03023859A0000|137 140|can
P03023859A0000|162 163|a
P03023859A0000|179 182|bcr
P03024703A1036|100 101|a
P03024703A1036|137 151|hsp108 protein
P03027779A0000|60 62|in
P03027779A0000|142 144|in
P03032143A0218|13 15|in
P03032143A0218|42 43|a
P03032143A0218|80 82|in
P03032143A0218|173 174|a
P03032143A0218|197 199|in
P03032964T0000|38 47|regulated
P03033283A0837|13 29|NF1-binding loci
P03033283A0837|46 48|in
P03033283A0837|64 73|IE68 gene
P03033283A0837|98 100|in
P03033283A0837|181 182|a
P03036933A0774|39 41|in
P03036933A0774|72 76|ACTH
P03037334A0932|63 79|yeast RP39A gene
P03038891A0935|75 83|p11 mRNA
P03045117A0936|56 58|in
P03045117A0936|89 112|epidermal growth factor
P03045725A0872|62 64|in
P03045725A0872|128 130|in
P03046655A0000|55 57|in
P03046655A0000|136 137|a
P03050147A0896|58 65|E1a-E1b
P03050147A0896|117 134|P/C-specific mRNA
P03060846T0000|27 42|L1 binding site
P03060846T0000|46 74|23S rRNA in Escherichia coli
P03061301A1409|46 51|alpha
P03061301A1409|72 74|in
P03061301A1409|161 162|p
P03061383A0000|111 126|beta-lactamases
P03061383A0000|134 139|TEM-1
P03061383A0000|141 146|Oxa-1
P03062370A0000|13 14|a
P03062370A0000|74 76|in
P03064811A0485|147 150|Pro
P03064811A0485|159 162|Thr
P03065140A0273|37 49|GAL4 protein
P03065610A0375|4 12|rci gene
P03065610A0375|28 32|lacZ
P03073091A0449|100 101|m
P03073091A0449|156 157|l
P03073091A0449|219 220|l
P03073091A0449|282 283|l
P03073091A0449|341 342|l
P03075154T0000|36 37|a
P03075154T0000|74 75|A
P03090237A0202|159 160|a
P03091849A0000|88 91|rat
P03091849A0000|115 117|in
P03091849A0000|201 202|a
P03097643A1357|10 21|BALB/c gene
P03097643A1357|31 32|a
P03097643A1357|53 55|in
P03097643A1357|56 57|a
P03102289A0786|193 196|hCG
P03102289A0786|208 210|E2
P03102289A0786|242 243|l
P03104248A0322|111 113|G2
P03104982A0690|77 79|in
P03108171A0088|73 85|S2 receptors
P03108171A0088|95 97|in
P03109954A0945|119 121|in
P03109954A0945|176 177|a
P03109954A0945|219 241|plasma HDL cholesterol
P03110119A0267|65 67|O2
P03110119A0267|75 76|l
P03110119A0267|121 122|a
P03110119A0267|144 147|tip
P03110678A0702|14 34|beta 2-microglobulin
P03110678A0702|129 149|beta 2-microglobulin
P03110692A0156|41 42|P
P03110692A0156|60 67|beta 2m
P03110692A0156|97 99|in
P03110692A0156|143 144|l
P03110692A0156|215 216|P
P03110692A0156|240 242|in
P03110692A0156|287 294|beta 2m
P03110692A0156|305 307|in
P03112028A0404|69 70|n
P03112412A0985|13 14|a
P03112412A0985|43 44|a
P03112412A0985|45 100|temperature-sensitive threonyl-tRNA synthetase mutation
P03114995T0000|61 63|in
P03118631A0140|66 71|fixed
P03118631A0140|112 117|fixed
P03119227A0079|25 34|a protein
P03119227A0079|85 119|human c-abl proto-oncogene product
P03120334A0893|7 8|a
P03120334A0893|23 27|vein
P03120334A0893|79 83|vein
P03120334A0893|122 127|veins
P03126531T0000|74 76|in
P03126531T0000|96 100|rats
P03127463A1017|0 11|Human rIL-3
P03137346A0319|4 18|nucleolin gene
P03137346A0319|42 47|pairs
P03137601A0212|77 79|NE
P03137601A0212|118 120|in
P03137601A0212|172 174|in
P03137601A0212|210 212|NE
P03137601A0212|213 223|neurotoxin
P03139750A0000|40 41|a
P03139750A0000|49 60|VH allotype
P03139750A0000|61 63|in
P03143485A0366|4 42|Euglena ribosomal protein gene cluster
P03143485A0366|57 106|S-10 ribosomal protein operon of Escherichia coli
P03143485A0366|107 109|in
P03143485A0366|186 188|in
P03144705A0859|247 265|Alu family repeats
P03146150T0000|45 83|single-chain urokinase (Pro-urokinase)
P03147912A0422|91 93|in
P03149774A0173|95 96|a
P03149774A0173|149 150|h
P03149774A0173|231 232|a
P03149774A0173|233 246|GABA receptor
P03171221A0531|90 109|elastin transcripts
P03171279A0158|157 160|PIP
P03171279A0158|221 225|vein
P03172863T0000|90 94|rats
P03178161A0000|109 110|E
P03178161A0000|112 115|B12
P03178161A0000|205 207|in
P03184267A0000|152 154|in
P03184267A0000|203 205|in
P03185322A1305|37 38|a
P03185322A1305|103 104|a
P03186091T0000|10 52|plasma cystyl aminopeptidase (oxytocinase)
P03190481A0292|13 36|alpha-naphthyl esterase
P03192537A0370|12 77|96-residue amino acid coding sequence of the murine HMG-I(Y) cDNA
P03194410A0771|3 14|UOxase mRNA
P03194410A0771|28 30|in
P03194410A0771|56 59|rat
P03194410A0771|113 124|UOxase gene
P03195167A0104|194 196|in
P03200488A0439|151 153|in
P03200844A1211|171 207|family of nuclear pore glycoproteins
P03212929A0000|74 76|in
P03235487A0404|58 60|in
P03235487A0404|90 92|in
P03235487A0404|93 94|a
P03235487A0404|104 106|in
P03253219T0000|15 17|in
P03253219T0000|45 47|in
P03253219T0000|78 79|a
P03257146A1037|34 37|can
P03257146A1037|139 141|in
P03263357A0112|77 79|in
P03263357A0112|104 105|h
P03263357A0112|117 119|in
P03263357A0112|191 218|plasma interleukin 1 (IL-1)
P03263465T0000|4 28|murine MHC class I genes
P03264073A0224|166 168|in
P03264073A0224|176 180|rats
P03264886A0000|59 61|in
P03264886A0000|91 96|areas
P03264886A0000|97 99|in
P03264886A0000|172 173|a
P03264886A0000|191 193|in
P03280021A1615|49 51|in
P03280021A1615|78 79|M
P03280021A1615|95 97|in
P03280021A1615|106 107|M
P03280021A1615|125 130|alpha
P03280021A1615|141 146|alpha
P03280021A1615|179 180|a
P03280021A1615|202 203|T
P03280946A0375|135 147|lac promoter
P03280946A0375|234 235|a
P03282232A0743|92 104|DP-I and -II
P03282813A0794|68 70|in
P03282813A0794|146 147|r
P03282813A0794|177 178|r
P03282813A0794|206 207|p
P03296212A0603|65 70|areas
P03296212A0603|132 134|in
P03296212A0603|183 185|in
P03296212A0603|228 231|IFN
P03296212A0603|284 286|in
P03296254A0556|143 152|factor II
P03296254A0556|157 167|factor VII
P03297181A0127|164 166|SR
P03297181A0127|186 188|SR
P03297181A0127|189 190|F
P03319912A0000|131 132|a
P03319912A0000|141 143|in
P03322829A0952|123 124|a
P03322829A0952|211 212|a
P03329716A0187|20 41|EGF receptor promoter
P03329716A0187|42 45|can
P03329716A0187|62 73|E1A protein
P03334950A0000|113 114|a
P03335127A0176|32 33|a
P03335127A0176|48 50|in
P03335444A0000|25 26|a
P03335444A0000|54 55|a
P03335444A0000|70 72|Am
P03337024A0000|107 108|a
P03337024A0000|133 134|a
P03343730A0486|34 35|a
P03343730A0486|55 56|a
P03343730A0486|72 74|pH
P03346157A0000|233 235|in
P03351478A0371|55 56|G
P03352947T0001|32 35|ARC
P03352947T0001|41 43|in
P03352947T0001|44 45|a
P03354295A0157|68 70|Tg
P03354295A0157|98 99|l
P03360948A0477|67 68|a
P03360948A0477|119 122|CAP
P03375184A0000|42 43|a
P03375184A0000|151 152|n
P03378994T0000|71 73|in
P03381039A0364|28 29|a
P03381039A0364|66 67|a
P03381039A0364|112 113|a
P03382310A0903|43 45|in
P03396628A0207|93 99|BALB/c
P03396628A0207|198 203|white
P03398823A0459|127 128|p
P03401060A0000|15 18|can
P03403412A0000|133 135|in
P03406054A0351|152 154|in
P03406054A0351|164 165|a
P03428084A0430|115 117|C1
P03428274A0000|0 26|Nuclear factor III (NFIII)
P03428274A0000|30 39|a protein
P03428274A0000|118 129|replication
P03428274A0000|144 145|a
P03428274A0000|175 177|in
P03428274A0000|206 239|nuclear factor I recognition site
P03429371A1051|118 119|a
P03439248A0000|166 168|in
P03441587A0000|51 53|in
P03441587A0000|197 198|a
P03484894A0782|118 120|IV
P03486405A0341|119 129|IL-1 alpha
P03488532A0235|3 4|a
P03491190A0233|36 39|RCA
P03491190A0233|62 64|in
P03491190A0233|87 89|in
P03499608A1054|104 123|11 beta-hydroxylase
P03499657A0000|0 42|Osteocalcin (serum bone-Gla protein, sBGP)
P03499657A0000|44 76|serum alkaline phosphatase (sAP)
P03499657A0000|162 164|in
P03499657A0000|221 223|in
P03513989A0580|69 71|in
P03520729A0381|69 74|renin
P03528748A0414|3 4|a
P03528748A0414|21 30|a protein
P03537721A0491|68 77|PEP4 gene
P03537721A0491|90 94|GAL4
P03540591A0330|76 90|P0 transcripts
P03540591A0330|111 112|a
P03540853A0652|38 41|Mop
P03544858A0374|72 75|max
P03544858A0374|121 136|HDL-cholesterol
P03545955A0751|163 164|h
P03545955A0751|165 166|l
P03545955A0751|248 249|h
P03545955A0751|250 251|l
P03545955A0751|276 279|ice
P03545955A0751|324 325|h
P03545955A0751|326 327|l
P03561036T0000|27 31|rats
P03561036T0000|45 46|a
P03563399A0534|62 64|pi
P03568311A0273|80 83|RAP
P03575656A0120|99 100|a
P03575656A0120|138 139|a
P03578948A0448|78 79|a
P03578948A0448|97 98|c
P03582149T0001|114 116|in
P03586925T0001|121 123|in
P03592297A0679|13 14|n
P03592297A0679|122 123|C
P03592297A0679|204 205|C
P03597218A0901|31 46|alpha 2-plasmin
P03597218A0901|58 79|alpha 2-macroglobulin
P03597218A0901|85 101|antithrombin III
P03597218A0901|131 132|P
P03597218A0901|297 298|P
P03597269A0409|71 73|La
P03597269A0409|77 78|a
P03608916A0790|75 77|in
P03608916A0790|89 90|P
P03608989A0668|130 132|in
P03610663A0201|157 159|in
P03612316A0102|21 22|a
P03612316A0102|38 39|a
P03612316A0102|98 107|thyroxine
P03612316A0102|126 127|g
P03616174A1069|62 63|C
P03619249A0428|107 110|HBV
P03619249A0428|112 118|HBs Ag
P03619249A0428|123 129|HBe Ag
P03619249A0428|131 139|anti-HBs
P03619249A0428|141 149|anti-HBe
P03619249A0428|154 162|anti-HBc
P03619249A0428|163 165|in
P03619249A0428|177 191|HBs and HBc Ag
P03619249A0428|192 194|in
P03619249A0428|207 218|non-A non-B
P03619249A0428|220 248|non-A, non-B Ag and antibody
P03619249A0428|250 267|anti non-A non-Bc
P03619249A0428|268 270|in
P03619249A0428|282 298|non-A, non-Bc Ag
P03619249A0428|299 301|in
P03625688A0372|34 35|a
P03628713A0961|52 54|in
P03628713A0961|68 70|in
P03628713A0961|195 199|trap
P03628713A0961|207 209|Rb
P03635597A0377|150 151|P
P03651840A0266|67 72|MAO-B
P03659603A0797|55 57|O2
P03659603A0797|93 95|in
P03659994A0150|87 88|a
P03659994A0150|105 107|in
P03659994A0150|128 130|T1
P03659994A0150|190 192|T2
P03673640A0533|24 25|a
P03673640A0533|51 53|in
P03673640A0533|148 150|in
P03673640A0533|170 172|in
P03673640A0533|210 212|in
P03673640A0533|287 299|platelet MAO
P03676174A0730|60 61|g
P03676174A0730|116 118|st
P03682805A0375|25 33|globulin
P03682805A0375|39 58|coagulation protein
P03684378A0653|85 86|r
P03684378A0653|145 146|a
P03684378A0653|168 170|in
P03685073A0200|44 64|acetylcholinesterase
P03685073A0200|88 90|in
P03687313A0000|36 37|m
P03687313A0000|72 74|in
P03688301A0129|115 116|a
P03688301A0129|135 141|type B
P03693543A0405|246 248|in
P03694102A0000|50 53|can
P03709627A0247|84 86|in
P03709627A0247|128 130|in
P03709627A0247|144 145|h
P03709627A0247|146 148|in
P03714348A0833|62 64|in
P03714348A0833|100 103|CIC
P03714348A0833|209 218|serum IgG
P03717475A0208|40 42|in
P03720966A1043|47 48|N
P03721594A0000|183 189|fibrin
P03721594A0000|210 219|protamine
P03721594A0000|251 253|in
P03721594A0000|270 275|white
P03721594A0000|334 336|in
P03721594A0000|352 354|in
P03733563A0716|58 60|TG
P03733563A0820|19 23|NEFA
P03734641A0203|108 110|in
P03745833A0258|68 70|in
P03745833A0258|110 112|in
P03745833A0258|130 135|areas
P03746906A0000|118 124|Type A
P03759330A0713|26 28|F2
P03759330A0713|65 67|in
P03759330A0713|85 87|G1
P03759731A0992|91 93|m2
P03759731A0992|101 103|IV
P03761122T0000|98 100|in
P03765552A0582|115 126|Fc receptor
P03768208A0879|119 121|in
P03770143A1209|52 53|a
P03770143A1209|67 69|in
P03771670T0058|16 40|heparin-antithrombin III
P03771703A0000|80 83|gas
P03780248A0274|94 96|in
P03780248A0274|142 150|settings
P03780248A0274|241 243|pH
P03780371A0792|66 91|cytochrome P-450PBc2 gene
P03780371A0792|101 103|in
P03781948T0000|53 57|rats
P03785212A1128|35 48|Alu sequences
P03788231A0802|127 128|a
P03805090A0645|230 231|a
P03805090A0645|242 244|in
P03806696A0000|255 256|d
P03810361A0576|99 100|h
P03810361A0576|167 169|in
P03818866A0116|84 85|r
P03818866A0116|94 95|p
P03824908A0116|4 19|M reading frame
P03824908A0116|59 60|a
P03824908A0116|96 97|a
P03824908A0116|111 117|lysine
P03824908A0116|200 210|M proteins
P03829848T0001|25 29|vein
P03829848T0001|49 51|in
P03829848T0001|74 78|vein
P03836854T0000|66 67|a
P03836854T0000|77 83|acting
P03837609T0000|60 62|in
P03843496A0919|73 74|a
P03843496A0919|177 179|in
P03857577A0413|165 168|EIA
P03863561A0405|112 113|p
P03865743A0859|42 45|HDL
P03865743A0859|50 54|HDL2
P03865743A0859|59 64|apo B
P03865743A0859|66 75|apo A-I/B
P03865743A0859|86 96|apo A-II/B
P03874921A0862|74 75|a
P03874921A0862|130 132|EP
