Source	Subset Code	Subset Name	Concept Code	Source PT	Source Synonyms(s)	Source Definition
FDA	C128491	SPL REMS Requirement Terminology	C128495	Designate a Healthcare Setting Representative		
FDA	C128491	SPL REMS Requirement Terminology	C128496	Be Able To Perform a Clinical Activity		
FDA	C128491	SPL REMS Requirement Terminology	C128497	Have Necessary Healthcare Personnel or Equipment		
FDA	C128491	SPL REMS Requirement Terminology	C128498	Review Prescribing Information		
FDA	C128491	SPL REMS Requirement Terminology	C128499	Review Training or Educational Materials		
FDA	C128491	SPL REMS Requirement Terminology	C128500	Complete Knowledge Assessment		
FDA	C128491	SPL REMS Requirement Terminology	C128501	Train Staff		
FDA	C128491	SPL REMS Requirement Terminology	C128502	Participate in Training Session		
FDA	C128491	SPL REMS Requirement Terminology	C128503	Establish Processes and Procedures to Verify REMS Safe Use Conditions		
FDA	C128491	SPL REMS Requirement Terminology	C128504	Enroll in the REMS		
FDA	C128491	SPL REMS Requirement Terminology	C128505	Counsel Patient		
FDA	C128491	SPL REMS Requirement Terminology	C128506	Provide Patient with Materials		
FDA	C128491	SPL REMS Requirement Terminology	C128507	Assess Patient Condition or Health Status		
FDA	C128491	SPL REMS Requirement Terminology	C128508	Complete Patient Form		
FDA	C128491	SPL REMS Requirement Terminology	C128509	Enroll Patient in the REMS		
FDA	C128491	SPL REMS Requirement Terminology	C128510	Do Not Prescribe Refills		
FDA	C128491	SPL REMS Requirement Terminology	C128511	Do Not Dispense Refills		
FDA	C128491	SPL REMS Requirement Terminology	C128512	Prescribe limited days' supply		
FDA	C128491	SPL REMS Requirement Terminology	C128513	Dispense limited days' supply		
FDA	C128491	SPL REMS Requirement Terminology	C128514	Use REMS Prescription Ordering Form		
FDA	C128491	SPL REMS Requirement Terminology	C128515	Verify Safe Use Conditions		
FDA	C128491	SPL REMS Requirement Terminology	C128516	Obtain REMS Dispensing Authorization		
FDA	C128491	SPL REMS Requirement Terminology	C128517	Return Unused Product		
FDA	C128491	SPL REMS Requirement Terminology	C128518	Do Not Distribute, Transfer, Loan, or Sell Product		
FDA	C128491	SPL REMS Requirement Terminology	C128519	Maintain Records		
FDA	C128491	SPL REMS Requirement Terminology	C128520	Report Adverse Events		
FDA	C128491	SPL REMS Requirement Terminology	C128521	Cooperate with REMS Audits		
FDA	C128491	SPL REMS Requirement Terminology	C128523	Get Lab Test or Monitoring		
FDA	C128491	SPL REMS Requirement Terminology	C128524	Receive Counseling		
FDA	C128491	SPL REMS Requirement Terminology	C128525	Complete Patient Questionnaire		
FDA	C128491	SPL REMS Requirement Terminology	C128526	Adhere to REMS Patient Safe Use Conditions		
FDA	C128491	SPL REMS Requirement Terminology	C128527	Inform Prescriber		
FDA	C128491	SPL REMS Requirement Terminology	C135014	Dispense Limited Quantity		
FDA	C128491	SPL REMS Requirement Terminology	C135015	Prescribe Limited Quantity		
FDA	C128493	SPL REMS Stakeholder Terminology	C128537	Stakeholder		
FDA	C128493	SPL REMS Stakeholder Terminology	C128538	Medication Prescriber		
FDA	C128493	SPL REMS Stakeholder Terminology	C128539	Medication Dispenser		
FDA	C128493	SPL REMS Stakeholder Terminology	C128540	Non-Prescribing Non-Dispensing Healthcare Provider		
FDA	C128493	SPL REMS Stakeholder Terminology	C128541	Medication-Taking Patient		
FDA	C128493	SPL REMS Stakeholder Terminology	C128542	Non-Manufacturing Medication Distributor		
FDA	C128490	SPL Risk Evaluation and Mitigation Strategies Terminology	C128899	REMS Approval		
FDA	C113350	SPL Sex Terminology	C16576	FEMALE		
FDA	C113350	SPL Sex Terminology	C20197	MALE		
FDA	C54454	SPL Shape Terminology	C48335	BULLET		
FDA	C54454	SPL Shape Terminology	C48336	CAPSULE		
FDA	C54454	SPL Shape Terminology	C48337	CLOVER		
FDA	C54454	SPL Shape Terminology	C48338	DIAMOND		
FDA	C54454	SPL Shape Terminology	C48339	DOUBLE CIRCLE		
FDA	C54454	SPL Shape Terminology	C48340	FREEFORM		
FDA	C54454	SPL Shape Terminology	C48341	GEAR		
FDA	C54454	SPL Shape Terminology	C48342	HEPTAGON (7 sided)		
FDA	C54454	SPL Shape Terminology	C48343	HEXAGON (6 sided)		
FDA	C54454	SPL Shape Terminology	C48344	OCTAGON (8 sided)		
FDA	C54454	SPL Shape Terminology	C48345	OVAL		
FDA	C54454	SPL Shape Terminology	C48346	PENTAGON (5 sided)		
FDA	C54454	SPL Shape Terminology	C48347	RECTANGLE		
FDA	C54454	SPL Shape Terminology	C48348	ROUND		
FDA	C54454	SPL Shape Terminology	C48349	SEMI-CIRCLE		
FDA	C54454	SPL Shape Terminology	C48350	SQUARE		
FDA	C54454	SPL Shape Terminology	C48351	TEAR		
FDA	C54454	SPL Shape Terminology	C48352	TRAPEZOID		
FDA	C54454	SPL Shape Terminology	C48353	TRIANGLE		
FDA	C105631	SPL Substance Indexing Terminology	C103198	RACEMIC		
FDA	C105631	SPL Substance Indexing Terminology	C103199	ORGANISM PART		
FDA	C105631	SPL Substance Indexing Terminology	C103200	ORGANISM PART LOCATION		
FDA	C105631	SPL Substance Indexing Terminology	C103201	OPTICAL ACTIVITY		
FDA	C105631	SPL Substance Indexing Terminology	C103202	DEXTROROTATORY	(+)	
FDA	C105631	SPL Substance Indexing Terminology	C103203	LEVOROTATORY	(-)	
FDA	C105631	SPL Substance Indexing Terminology	C103204	NONROTATORY	(+/-)	
FDA	C105631	SPL Substance Indexing Terminology	C103205	CHEMICAL SUBSTANCE		
FDA	C105631	SPL Substance Indexing Terminology	C103206	STRUCTURALLY DIVERSE SUBSTANCE		
FDA	C105631	SPL Substance Indexing Terminology	C103207	CHIRAL	enantiomer	
FDA	C105631	SPL Substance Indexing Terminology	C103208	ACHIRAL		
FDA	C105631	SPL Substance Indexing Terminology	C103209	EPIMERIC		
FDA	C105631	SPL Substance Indexing Terminology	C103210	MESO		
FDA	C105631	SPL Substance Indexing Terminology	C103211	SQUARE PLANAR 1	SP-4-1	
FDA	C105631	SPL Substance Indexing Terminology	C103212	SQUARE PLANAR 2	SP-4-2	
FDA	C105631	SPL Substance Indexing Terminology	C103213	SQUARE PLANAR 3	SP-4-3	
FDA	C105631	SPL Substance Indexing Terminology	C103214	SQUARE PLANAR 4	SP-4-4	
FDA	C105631	SPL Substance Indexing Terminology	C103215	TETRAHEDRAL	T-4	
FDA	C105631	SPL Substance Indexing Terminology	C103216	OCTAHEDRAL 12	OC-6-12|trans-octahedral	
FDA	C105631	SPL Substance Indexing Terminology	C103217	OCTAHEDRAL 22	OC-6-22|mer-octahedral	
FDA	C105631	SPL Substance Indexing Terminology	C103218	OCTAHEDRAL 21	OC-6-21|cis-octahedral|fac-octahedral	
FDA	C105631	SPL Substance Indexing Terminology	C103219	CAHN-INGOLD-PRELOG PRIORITY SYSTEM	CIP System	
FDA	C105631	SPL Substance Indexing Terminology	C103220	AXIAL R	DELTA|P|Ra	
FDA	C105631	SPL Substance Indexing Terminology	C103221	AXIAL S	LAMBDA|M|Sa	
FDA	C105631	SPL Substance Indexing Terminology	C103227	PROTEIN/PEPTIDE SUBSTANCE		
FDA	C105631	SPL Substance Indexing Terminology	C103240	CHEMICAL STRUCTURE		
FDA	C105631	SPL Substance Indexing Terminology	C103241	DISPERSITY		
FDA	C105631	SPL Substance Indexing Terminology	C103243	MIXTURE COMPONENT		
FDA	C105631	SPL Substance Indexing Terminology	C103246	CHEMICAL MOIETY		
FDA	C105631	SPL Substance Indexing Terminology	C118424	PROTEIN SUBUNIT		
FDA	C105631	SPL Substance Indexing Terminology	C118425	STRUCTURAL MODIFICATION		
FDA	C105631	SPL Substance Indexing Terminology	C118426	AMINO ACID SUBSTITUTION POINT		
FDA	C105631	SPL Substance Indexing Terminology	C118427	AMINO ACID CONNECTION POINTS		
FDA	C105631	SPL Substance Indexing Terminology	C118428	HUMAN TYPE GLYCAN		
FDA	C105631	SPL Substance Indexing Terminology	C118429	AVIAN TYPE GLYCAN		
FDA	C105631	SPL Substance Indexing Terminology	C118430	BACTERIAL TYPE GLYCAN		
FDA	C105631	SPL Substance Indexing Terminology	C118431	MAMMALIAN TYPE GLYCAN		
FDA	C105631	SPL Substance Indexing Terminology	C118432	FUNGAL TYPE GLYCAN		
FDA	C105631	SPL Substance Indexing Terminology	C128564	PLANT TYPE GLYCAN		
FDA	C105631	SPL Substance Indexing Terminology	C13187	AMINO ACID SEQUENCE		
FDA	C105631	SPL Substance Indexing Terminology	C132921	LINEAR STRUCTURAL REPEAT UNIT CONNECTION POINTS		
FDA	C105631	SPL Substance Indexing Terminology	C132923	STRUCTURAL REPEAT UNIT SUBSTITUTION POINT		
FDA	C105631	SPL Substance Indexing Terminology	C14050	STRUCTURAL ATTACHMENT POINT		
FDA	C105631	SPL Substance Indexing Terminology	C158047	INSECT TYPE GLYCAN		
FDA	C105631	SPL Substance Indexing Terminology	C158048	REPTILIAN TYPE GLYCAN		
FDA	C105631	SPL Substance Indexing Terminology	C158049	MAMMALIAN AFUCOSYLATED GLYCAN		
FDA	C105631	SPL Substance Indexing Terminology	C158050	MOLLUSCAN TYPE GLYCAN		
FDA	C105631	SPL Substance Indexing Terminology	C18188	STEREOCHEMISTRY		
FDA	C105631	SPL Substance Indexing Terminology	C25250	COMPLETE		
FDA	C105631	SPL Substance Indexing Terminology	C25259	MIXED		
FDA	C105631	SPL Substance Indexing Terminology	C45305	MIXTURE SUBSTANCE		
FDA	C105631	SPL Substance Indexing Terminology	C45306	SUBSTANCE		
FDA	C105631	SPL Substance Indexing Terminology	C45829	ABSOLUTE		
FDA	C105631	SPL Substance Indexing Terminology	C47933	ISOTOPE		
FDA	C105631	SPL Substance Indexing Terminology	C48803	POLYMER SUBSTANCE		
FDA	C105631	SPL Substance Indexing Terminology	C49160	INCOMPLETE		
FDA	C105631	SPL Substance Indexing Terminology	C706	NUCLEIC ACID SUBSTANCE		
FDA	C121832	SPL Suspect Drug Classification of Notification Terminology	C121834	Counterfeit		
FDA	C121832	SPL Suspect Drug Classification of Notification Terminology	C121835	Diverted		
FDA	C121832	SPL Suspect Drug Classification of Notification Terminology	C121836	Stolen		
FDA	C121832	SPL Suspect Drug Classification of Notification Terminology	C121837	Intentional adulteration		
FDA	C121832	SPL Suspect Drug Classification of Notification Terminology	C121838	Unfit for distribution		
FDA	C121832	SPL Suspect Drug Classification of Notification Terminology	C121839	Fraudulent transaction		
FDA	C121833	SPL Suspect Drug Use Terminology	C121840	Human Use		
FDA	C121833	SPL Suspect Drug Use Terminology	C121841	Other than Human Use		
FDA	C133247	SPL Tissue Form Donor Type Terminology	C133314	Anonymous		
FDA	C133247	SPL Tissue Form Donor Type Terminology	C133315	Directed		
FDA	C133247	SPL Tissue Form Donor Type Terminology	C133316	Sexually intimate partner		
FDA	C133247	SPL Tissue Form Donor Type Terminology	C28000	Autologous		
FDA	C133247	SPL Tissue Form Donor Type Terminology	C28343	Allogeneic Family Related		
FDA	C133248	SPL Tissue Form Establishment Functions Terminology	C133283	Testing for Relevant Communicable Disease Agents and Diseases		
FDA	C133248	SPL Tissue Form Establishment Functions Terminology	C133284	Package		
FDA	C133248	SPL Tissue Form Establishment Functions Terminology	C133285	Process		
FDA	C133248	SPL Tissue Form Establishment Functions Terminology	C133286	Recover		
FDA	C133248	SPL Tissue Form Establishment Functions Terminology	C133287	Screen		
FDA	C133248	SPL Tissue Form Establishment Functions Terminology	C133288	Store		
FDA	C133248	SPL Tissue Form Establishment Functions Terminology	C133289	Distribute		
FDA	C133248	SPL Tissue Form Establishment Functions Terminology	C133290	Label		
FDA	C133248	SPL Tissue Form Establishment Functions Terminology	C133291	Testing for Microorganisms Only		
FDA	C133249	SPL Tissue Form Establishment Type Terminology	C133263	Cord blood bank		
FDA	C133249	SPL Tissue Form Establishment Type Terminology	C133297	Fertility clinic		
FDA	C133249	SPL Tissue Form Establishment Type Terminology	C133298	None of the above		
FDA	C133249	SPL Tissue Form Establishment Type Terminology	C133319	Apheresis collection facility		
FDA	C133249	SPL Tissue Form Establishment Type Terminology	C133320	Eye bank		
FDA	C133249	SPL Tissue Form Establishment Type Terminology	C133321	Satellite recovery establishment		
FDA	C133249	SPL Tissue Form Establishment Type Terminology	C133322	Hospital based cell or tissue processing facility		
FDA	C133249	SPL Tissue Form Establishment Type Terminology	C133323	Non-hospital based cell or tissue processing facility		
FDA	C133249	SPL Tissue Form Establishment Type Terminology	C133324	Organ and tissue procurement organization		
FDA	C133249	SPL Tissue Form Establishment Type Terminology	C133326	Irradiation facility only		
FDA	C133251	SPL Tissue Form Product Group Terminology	C12608	Human Pancreatic Islet Cells		
FDA	C133251	SPL Tissue Form Product Group Terminology	C133274	Human Peripheral And Cord Blood Cell Product		
FDA	C133251	SPL Tissue Form Product Group Terminology	C133296	Other Human, Cell and Tissue Products (HCT/Ps)		
FDA	C133251	SPL Tissue Form Product Group Terminology	C133340	Human Ocular Tissue		
FDA	C133251	SPL Tissue Form Product Group Terminology	C133360	Human Vascular Tissue		
FDA	C133251	SPL Tissue Form Product Group Terminology	C133362	Human Cardiac Tissue		
FDA	C133251	SPL Tissue Form Product Group Terminology	C133364	Human Musculoskeletal Tissue		
FDA	C133251	SPL Tissue Form Product Group Terminology	C33563	Human Skin		
FDA	C133251	SPL Tissue Form Product Group Terminology	C41609	Human Reproductive Tissue		
FDA	C133251	SPL Tissue Form Product Group Terminology	C49332	Human Dura Mater		
FDA	C133250	SPL Tissue Form Product Type Terminology	C12342	Human Cornea		
FDA	C133250	SPL Tissue Form Product Type Terminology	C12470	Human Skin		
FDA	C133250	SPL Tissue Form Product Type Terminology	C12472	Human Adipose Tissue		
FDA	C133250	SPL Tissue Form Product Type Terminology	C12598	Human Oocyte (Egg)		
FDA	C133250	SPL Tissue Form Product Type Terminology	C12608	Human Pancreatic Islet Cells		
FDA	C133250	SPL Tissue Form Product Type Terminology	C12679	Human Blood Vessel		
FDA	C133250	SPL Tissue Form Product Type Terminology	C12770	Human Peritoneal Membrane		
FDA	C133250	SPL Tissue Form Product Type Terminology	C12784	Human Sclera		
FDA	C133250	SPL Tissue Form Product Type Terminology	C13005	Human Pericardium		
FDA	C133250	SPL Tissue Form Product Type Terminology	C13045	Human Tendon		
FDA	C133250	SPL Tissue Form Product Type Terminology	C13046	Human Ligament		
FDA	C133250	SPL Tissue Form Product Type Terminology	C13052	Human Nerve Tissue		
FDA	C133250	SPL Tissue Form Product Type Terminology	C13076	Human Bone		
FDA	C133250	SPL Tissue Form Product Type Terminology	C13108	Human Fascia		
FDA	C133250	SPL Tissue Form Product Type Terminology	C13188	Human Amniotic Fluid		
FDA	C133250	SPL Tissue Form Product Type Terminology	C13277	Human Semen (Sperm)		
FDA	C133250	SPL Tissue Form Product Type Terminology	C133261	Human Bone Marrow Aspirate		
FDA	C133250	SPL Tissue Form Product Type Terminology	C133262	Human Placental Blood Derived Cells		
FDA	C133250	SPL Tissue Form Product Type Terminology	C133295	Human Demineralized Bone Matrix		
FDA	C133250	SPL Tissue Form Product Type Terminology	C133317	Human Amniotic Membrane		
FDA	C133250	SPL Tissue Form Product Type Terminology	C133318	Human Umbilical Cord Tissue		
FDA	C133250	SPL Tissue Form Product Type Terminology	C133328	Human HPC, Apheresis		
FDA	C133250	SPL Tissue Form Product Type Terminology	C133329	Human HPC, Cord Blood		
FDA	C133250	SPL Tissue Form Product Type Terminology	C133338	Human Heart Valve		
FDA	C133250	SPL Tissue Form Product Type Terminology	C133339	Human Cardiac Tissue Non-valved		
FDA	C133250	SPL Tissue Form Product Type Terminology	C133341	Human Placenta		
FDA	C133250	SPL Tissue Form Product Type Terminology	C138971	Human Synovial Fluid Derived Cells		
FDA	C133250	SPL Tissue Form Product Type Terminology	C138972	Peripheral Blood Mononuclear cells		
FDA	C133250	SPL Tissue Form Product Type Terminology	C138973	Human Tooth Pulp		
FDA	C133250	SPL Tissue Form Product Type Terminology	C28147	Human Embryo		
FDA	C133250	SPL Tissue Form Product Type Terminology	C32268	Human Cartilage		
FDA	C133250	SPL Tissue Form Product Type Terminology	C33246	Human Ovarian Tissue		
FDA	C133250	SPL Tissue Form Product Type Terminology	C33270	Human Parathyroid		
FDA	C133250	SPL Tissue Form Product Type Terminology	C33758	Human Testicular Tissue		
FDA	C133250	SPL Tissue Form Product Type Terminology	C49332	Human Dura Mater		
FDA	C133250	SPL Tissue Form Product Type Terminology	C78740	Human Menstrual Blood		
FDA	C54618	SPL Type of Drug Interaction Consequence Terminology	C54027	PATIENT PROBLEM	PATIENT PROBLEM CODE	
FDA	C54618	SPL Type of Drug Interaction Consequence Terminology	C54386	PHARMACOKINETIC EFFECT		
FDA	C87300	SPL Unit of Presentation Terminology	C25397	APPLICATION		
FDA	C87300	SPL Unit of Presentation Terminology	C25488	DOSE		
FDA	C87300	SPL Unit of Presentation Terminology	C44278	UNITS		
FDA	C87300	SPL Unit of Presentation Terminology	C48460	SQUARE CENTIMETER		
FDA	C87300	SPL Unit of Presentation Terminology	C48473	AMPULE		
FDA	C87300	SPL Unit of Presentation Terminology	C48474	BAG		
FDA	C87300	SPL Unit of Presentation Terminology	C48475	BAR		
FDA	C87300	SPL Unit of Presentation Terminology	C48476	BOLUS		
FDA	C87300	SPL Unit of Presentation Terminology	C48477	BOTTLE		
FDA	C87300	SPL Unit of Presentation Terminology	C48478	BOX		
FDA	C87300	SPL Unit of Presentation Terminology	C48479	CAN		
FDA	C87300	SPL Unit of Presentation Terminology	C48480	CAPSULE		
FDA	C87300	SPL Unit of Presentation Terminology	C48481	CARTRIDGE		
FDA	C87300	SPL Unit of Presentation Terminology	C48482	CLINICAL UNITS		
FDA	C87300	SPL Unit of Presentation Terminology	C48483	COAT		
FDA	C87300	SPL Unit of Presentation Terminology	C48484	CONTAINER		
FDA	C87300	SPL Unit of Presentation Terminology	C48485	COUNT		
FDA	C87300	SPL Unit of Presentation Terminology	C48489	CYLINDER		
FDA	C87300	SPL Unit of Presentation Terminology	C48490	DISK		
FDA	C87300	SPL Unit of Presentation Terminology	C48491	DROPS		
FDA	C87300	SPL Unit of Presentation Terminology	C48492	DRUM		
FDA	C87300	SPL Unit of Presentation Terminology	C48496	GENERATOR		
FDA	C87300	SPL Unit of Presentation Terminology	C48498	HOMEOPATHIC DILUTION		
FDA	C87300	SPL Unit of Presentation Terminology	C48499	IMPLANT		
FDA	C87300	SPL Unit of Presentation Terminology	C48501	INHALATION		
FDA	C87300	SPL Unit of Presentation Terminology	C48502	JAR		
FDA	C87300	SPL Unit of Presentation Terminology	C48503	KALLIKREIN INHIBITOR UNIT		
FDA	C87300	SPL Unit of Presentation Terminology	C48504	KIT		
FDA	C87300	SPL Unit of Presentation Terminology	C48506	LOZENGE		
FDA	C87300	SPL Unit of Presentation Terminology	C48520	PACKAGE		
FDA	C87300	SPL Unit of Presentation Terminology	C48521	PACKET		
FDA	C87300	SPL Unit of Presentation Terminology	C48522	PARTS		
FDA	C87300	SPL Unit of Presentation Terminology	C48524	PATCH		
FDA	C87300	SPL Unit of Presentation Terminology	C48525	PELLET		
FDA	C87300	SPL Unit of Presentation Terminology	C48530	POUCH		
FDA	C87300	SPL Unit of Presentation Terminology	C48532	PRESSOR UNITS		
FDA	C87300	SPL Unit of Presentation Terminology	C48533	PROTEIN NITROGEN UNITS		
FDA	C87300	SPL Unit of Presentation Terminology	C48535	SATURATED		
FDA	C87300	SPL Unit of Presentation Terminology	C48536	SCOOPFUL		
FDA	C87300	SPL Unit of Presentation Terminology	C48537	SPRAY		
FDA	C87300	SPL Unit of Presentation Terminology	C48538	STRIP		
FDA	C87300	SPL Unit of Presentation Terminology	C48539	SUPPOSITORY		
FDA	C87300	SPL Unit of Presentation Terminology	C48540	SYRINGE		
FDA	C87300	SPL Unit of Presentation Terminology	C48542	TABLET		
FDA	C87300	SPL Unit of Presentation Terminology	C48543	TAMPON		
FDA	C87300	SPL Unit of Presentation Terminology	C48545	TEST		
FDA	C87300	SPL Unit of Presentation Terminology	C48548	TROCHE		
FDA	C87300	SPL Unit of Presentation Terminology	C48549	TUBE		
FDA	C87300	SPL Unit of Presentation Terminology	C48551	VIAL		
FDA	C87300	SPL Unit of Presentation Terminology	C48552	WAFER		
FDA	C87300	SPL Unit of Presentation Terminology	C53495	BEAD		
FDA	C87300	SPL Unit of Presentation Terminology	C53498	BLOCK		
FDA	C87300	SPL Unit of Presentation Terminology	C53499	FILM		
FDA	C87300	SPL Unit of Presentation Terminology	C53502	SPONGE		
FDA	C87300	SPL Unit of Presentation Terminology	C53503	STICK		
FDA	C87300	SPL Unit of Presentation Terminology	C53504	SWAB		
FDA	C87300	SPL Unit of Presentation Terminology	C54564	BLISTER		
FDA	C87300	SPL Unit of Presentation Terminology	C54702	CARTON		
FDA	C87300	SPL Unit of Presentation Terminology	C54703	CUP		
FDA	C87300	SPL Unit of Presentation Terminology	C54704	TRAY		
FDA	C87300	SPL Unit of Presentation Terminology	C61569	BLISTER PACK		
FDA	C87300	SPL Unit of Presentation Terminology	C62274	CELLO PACK		
FDA	C87300	SPL Unit of Presentation Terminology	C62275	INHALER		
FDA	C87300	SPL Unit of Presentation Terminology	C62276	INSERT		
FDA	C87300	SPL Unit of Presentation Terminology	C62412	APPLICATOR		
FDA	C87300	SPL Unit of Presentation Terminology	C62413	CANISTER		
FDA	C87300	SPL Unit of Presentation Terminology	C62414	CASE		
FDA	C87300	SPL Unit of Presentation Terminology	C62415	DEWAR		
FDA	C87300	SPL Unit of Presentation Terminology	C62416	DIALPACK		
FDA	C87300	SPL Unit of Presentation Terminology	C62417	DOSE PACK		
FDA	C87300	SPL Unit of Presentation Terminology	C62418	INHALER, REFILL		
FDA	C87300	SPL Unit of Presentation Terminology	C62419	JUG		
FDA	C87300	SPL Unit of Presentation Terminology	C62420	SUPERSACK		
FDA	C87300	SPL Unit of Presentation Terminology	C62421	TABMINDER		
FDA	C87300	SPL Unit of Presentation Terminology	C62422	TANK		
FDA	C87300	SPL Unit of Presentation Terminology	C62609	RING		
FDA	C87300	SPL Unit of Presentation Terminology	C80697	PAIL		
FDA	C87300	SPL Unit of Presentation Terminology	C82480	BALE		
FDA	C87300	SPL Unit of Presentation Terminology	C82481	COLLAR		
FDA	C87300	SPL Unit of Presentation Terminology	C82482	CRYOGENIC AMPULE		
FDA	C87300	SPL Unit of Presentation Terminology	C82483	DIP		
FDA	C87300	SPL Unit of Presentation Terminology	C82484	PAPER		
FDA	C87300	SPL Unit of Presentation Terminology	C82485	RAILCAR		
FDA	C87300	SPL Unit of Presentation Terminology	C82486	TAG		
FDA	C87300	SPL Unit of Presentation Terminology	C82487	TRUCKLOAD		
FDA	C87300	SPL Unit of Presentation Terminology	C89446	PIECE		
FDA	C87300	SPL Unit of Presentation Terminology	C91803	GLOBULE		
